kanji,jlpt,onyomi,kunyomi,meanings
越,N3,etsu エツ,ko(su) こ(す),"surpass, cross over, move to, exceed"
欲,N3,yoku ヨク,ho(shii) ほ(しい),"longing, greed, passion"
痛,N3,tsuu ツウ,ita(i) いた(い),"pain, hurt, damage, bruise"
笑,N3,shou ショウ,"wara(u)
e(mu) わら(う)
え(む)",laugh
互,N3,go ゴ,"taga(i)
katami(ni) たが(い)
かたみ(に)","mutually, reciprocally, together"
束,N3,soku ソク,"taba
tsuka たば
つか","bundle, manage"
似,N3,,"ji
ne ジ
ね
ni(ru) に(る)","becoming, resemble, imitate"
列,N3,"retsu
re レツ
レ",,"file, row, column"
探,N3,tan タン,"sagu(ru)
saga(su) さぐ(る)
さが(す)","search, look for"
逃,N3,tou トウ,"ni(geru)
noga(su) に(げる)
のが(す)","escape, flee"
遊,N3,yuu ユウ,aso(bu) あそ(ぶ),play
迷,N3,mei メイ,mayo(u) まよ(う),"astray, be perplexed, in doubt, lost"
夢,N3,mu ム,yume ゆめ,"dream, vision"
君,N3,kun クン,kimi きみ,"you, male name suffix"
閉,N3,hei ヘイ,"to(jiru)
shi(meru) と(じる)
し(める)","closed, shut"
緒,N3,sho ショ,o お,"beginning, end, cord, strap"
折,N3,"setsu
shaku セツ
シャク","o(ru)
ori お(る)
おり","fold, break, fracture"
草,N3,sou ソウ,kusa くさ,"grass, weeds, herbs"
暮,N3,bo ボ,ku(rasu) く(らす),"evening, livelihood"
酒,N3,shu シュ,"sake
saka- さけ
さか-","sake, alcohol"
悲,N3,hi ヒ,kana(shii) かな(しい),"grieve, sad"
晴,N3,sei セイ,ha(reru) は(れる),clear up
掛,N3,kei ケイ,ka(keru) か(ける),"hang, suspend"
到,N3,tou トウ,ita(ru) いた(る),"arrival, proceed, reach"
寝,N3,shin シン,ne(ru) ね(る),"lie down, sleep, rest"
暗,N3,an アン,kura(i) くら(い),"darkness, disappear, shade, informal"
盗,N3,tou トウ,nusu(mu) ぬす(む),"steal, rob"
吸,N3,kyuu キュウ,su(u) す(う),"suck, inhale"
陽,N3,you ヨウ,hi ひ,"sunshine, positive"
御,N3,"gyo
go ギョ
ゴ","on
o おん
お",honorable
歯,N3,shi シ,ha は,"tooth, cog"
忘,N3,bou ボウ,wasu(reru) わす(れる),forget
雪,N3,setsu セツ,yuki ゆき,snow
吹,N3,sui スイ,fu(ku) ふ(く),"blow, breathe, puff"
娘,N3,jou ジョウ,"musume
ko むすめ
こ","daughter, girl"
誤,N3,go ゴ,ayama(ru) あやま(る),mistake
洗,N3,sen セン,ara(u) あら(う),wash
慣,N3,kan カン,na(reru) な(れる),"accustomed, get used to"
礼,N3,"rei
rai レイ
ライ",,"salute, bow, ceremony, thanks"
窓,N3,sou ソウ,mado まど,"window, pane"
昔,N3,"seki
shaku セキ
シャク",mukashi むかし,"once upon a time, old times"
貧,N3,"hin
bin ヒン
ビン",mazu(shii) まず(しい),"poverty, poor"
怒,N3,do ド,"ika(ru)
oko(ru) いか(る)
おこ(る)","angry, be offended"
泳,N3,ei エイ,oyo(gu) およ(ぐ),swim
祖,N3,so ソ,,"ancestor, pioneer, founder"
杯,N3,hai ハイ,sakazuki さかずき,"glass, cup"
疲,N3,hi ヒ,tsuka(reru) つか(れる),"exhausted, tire"
皆,N3,kai カイ,"mina
minna みな
みんな","all, everyone, everybody"
鳴,N3,mei メイ,"na(ku)
na(ru) な(く)
な(る)","chirp, cry, bark"
腹,N3,fuku フク,hara はら,"abdomen, belly, stomach"
煙,N3,en エン,"kemu(ru)
kemuri けむ(る)
けむり",smoke
眠,N3,min ミン,nemu(ru) ねむ(る),sleep
怖,N3,fu フ,"kowa(i)
o(jiru) こわ(い)
お(じる)","dreadful, fearful"
耳,N3,ji ジ,mimi みみ,ear
頂,N3,chou チョウ,itada(ku) いただ(く),"receive, top, summit, peak"
箱,N3,sou ソウ,hako はこ,"box, chest"
晩,N3,ban バン,,"nightfall, night"
寒,N3,kan カン,samu(i) さむ(い),cold
髪,N3,hatsu ハツ,kami かみ,hair (on the head)
忙,N3,"bou
mou ボウ
モウ",isoga(shii) いそが(しい),"busy, occupied"
才,N3,sai サイ,,"genius, years old"
靴,N3,ka カ,kutsu くつ,shoes
恥,N3,chi チ,"haji
ha(zukashii) はじ
は(ずかしい)","shame, dishonor"
偶,N3,guu グウ,tama たま,"accidentally, even number"
偉,N3,i イ,era(i) えら(い),"admirable, greatness"
猫,N3,byou ビョウ,neko ねこ,cat
幾,N3,ki キ,iku(tsu) いく(つ),"how many, how much, some"
誰,N3,sui スイ,dare だれ,"who, someone, somebody"
会,N4,kai カイ,a(u) あ(う),meeting; meet
同,N4,dou ドウ,onaji おな(じ),"same, agree, equal"
事,N4,ji ジ,koto こと,"matter, thing, fact, business, reason, possibly"
自,N4,"ji
shi ジ
シ",mizuka(ra) みずか(ら),oneself
社,N4,sha シャ,yashiro やしろ,"company, firm, office, association, shrine"
発,N4,"hatsu
hotsu ハツ
ホツ",,"departure, discharge, emit, start from"
者,N4,sha シャ,mono もの,"someone, person"
地,N4,"chi
ji チ
ジ",,"ground, earth"
業,N4,gyou ギョウ,waza わざ,"business, vocation, arts, performance"
方,N4,hou ホウ,kata かた,"direction, person, alternative"
新,N4,shin シン,"atara(shii)
ara(ta) あたら(しい)
あら(た)",new
場,N4,jou ジョウ,ba ば,"location, place"
員,N4,in イン,,"employee, member, number, the one in charge"
立,N4,ritsu リツ,ta(tsu) た(つ),"stand up, rise"
開,N4,kai カイ,"hira(ku)
a(keru) ひら(く)
あ(ける)","open, unfold, unseal"
手,N4,shu シュ,te て,hand
力,N4,"ryoku
riki リョク
リキ",chikara ちから,"power, strength, strong, strain, bear up, exert"
問,N4,mon モン,to(u) と(う),"question, ask, problem"
代,N4,dai ダイ,ka(wari) か(わり),"substitute, change, convert, replace, period"
明,N4,"mei
myou メイ
ミョウ",aka(rui) あか(るい),"bright, light"
動,N4,dou ドウ,ugo(ku) うご(く),"move, motion, change"
京,N4,"kyou
kei
kin キョウ
ケイ
キン",miyako みやこ,capital
目,N4,"moku
boku モク
ボク",me め,"eye, class, look, insight, experience"
通,N4,tsuu ツウ,"too(ru)
kayo(u) とお(る)
かよ(う)","traffic, pass through, avenue, commute"
言,N4,"gen
gon ゲン
ゴン","i(u)
koto い（う）
こと","say, word"
理,N4,ri リ,,"logic, arrangement, reason, justice, truth"
体,N4,tai タイ,karada からだ,"body, substance, object, reality"
田,N4,den デン,ta た,"rice field, rice paddy"
主,N4,shu シュ,"nushi
omo ぬし
おも","lord, chief, master, main thing, principal"
題,N4,dai ダイ,,"topic, subject"
意,N4,i イ,,"idea, mind, heart, taste, thought"
不,N4,"fu
bu フ
ブ",,"negative, non-, bad"
作,N4,"saku
sa サク
サ",tsuku(ru) つく(る),"make, production, prepare, build"
用,N4,you ヨウ,mochi(iru) もち(いる),"utilize, business, service, use, employ"
度,N4,"do
taku ド
タク","tabi
ta(i) たび
た(い)","degrees, occurrence, time, counter for occurrences"
強,N4,"kyou
gou キョウ
ゴウ",tsuyo(i) つよ(い),strong
公,N4,kou コウ,,"public, prince, official, governmental"
持,N4,ji ジ,mo(tsu) も(つ),"hold, have"
野,N4,ya ヤ,no の,"plains, field, rustic, civilian life"
以,N4,i イ,mo(tte) もっ(て),"by means of, because, in view of, compared with"
思,N4,shi シ,omo(u) おも(う),think
家,N4,ka カ,"ie
ya
uchi いえ
や
うち","house, home, family, professional, expert"
世,N4,"sei
se セイ
セ",yo よ,"generation, world, society, public"
多,N4,ta タ,oo(i) おお(い),"many, frequent, much"
正,N4,"sei
shou セイ
ショウ","tada(shii)
masa(ni) ただ(しい)
まさ(に)","correct, justice, righteous"
安,N4,an アン,yasu(i) やす(い),"safe, peaceful, cheap"
院,N4,in イン,,"institution, temple, mansion, school"
心,N4,shin シン,kokoro こころ,"heart, mind, spirit"
界,N4,kai カイ,,"world, boundary"
教,N4,kyou キョウ,"oshi(eru)
oso(waru) おし(える)
おそ(わる)","teach, faith, doctrine"
文,N4,"bun
mon ブン
モン",fumi ふみ,"sentence, literature, style, art"
元,N4,"gen
gan ゲン
ガン",moto もと,"beginning, former time, origin"
重,N4,"juu
chou ジュウ
チョウ","omo(i)
kasa(neru) おも(い)
かさ(ねる)","heavy, important, esteem, respect"
近,N4,kin キン,chika(i) ちか(い),"near, early, akin, tantamount"
考,N4,kou コウ,kanga(eru) かんが(える),"consider, think over"
画,N4,"ga
kaku ガ
カク",kaku(suru) かく(する),"brush-stroke, picture"
海,N4,kai カイ,umi うみ,"sea, ocean"
売,N4,bai バイ,u(ru) う(る),sell
知,N4,chi チ,shi(ru) し(る),"know, wisdom"
道,N4,dou ドウ,michi みち,"road-way, street, district, journey, course"
集,N4,shuu シュウ,atsu(meru) あつ(める),"gather, meet"
別,N4,betsu ベツ,"waka(reru)
wa(keru) わか(れる)
わ(ける)","separate, branch off, diverge"
物,N4,"butsu
motsu ブツ
モツ",mono もの,"thing, object, matter"
使,N4,shi シ,tsuka(u) つか(う),"use, order, messenger, ambassador"
品,N4,hin ヒン,shina しな,"goods, refinement, dignity, article"
計,N4,kei ケイ,haka(ru) はか(る),"plot, plan, scheme, measure"
死,N4,shi シ,shi(nu) し(ぬ),"death, die"
特,N4,toku トク,,special
私,N4,shi シ,"watakushi
watashi わたくし
わたし","private, I, me"
始,N4,shi シ,haji(meru) はじ(める),"commence, begin"
朝,N4,chou チョウ,asa あさ,morning
運,N4,un ウン,hako(bu) はこ(ぶ),"carry, luck, destiny, fate, transport"
終,N4,shuu シュウ,o(waru) お(わる),"end, finish"
台,N4,"dai
tai ダイ
タイ",utena うてな,"pedestal, a stand, counter for machines and vehicles"
広,N4,kou コウ,hiro(i) ひろ(い),"wide, broad, spacious"
住,N4,"juu
chuu ジュウ
チュウ",su(mu) す(む),"dwell, reside, live, inhabit"
無,N4,"mu
bu ム
ブ",na(i) な(い),"nothingness, none, ain't, nothing, nil, not"
真,N4,shin シン,"ma
makoto ま
まこと","true, reality, Buddhist sect"
有,N4,"yuu
u ユウ
ウ",a(ru) あ(る),"possess, have, exist, happen"
口,N4,kou コウ,kuchi くち,mouth
少,N4,shou ショウ,"suku(nai)
suko(shi) すく(ない)
すこ(し)","few, little"
町,N4,chou チョウ,machi まち,"town, village, block, street"
料,N4,ryou リョウ,,"fee, materials"
工,N4,"kou
ku
gu コウ
ク
グ",,"craft, construction"
建,N4,"ken
kon ケン
コン",ta(teru) た(てる),build
空,N4,kuu クウ,"sora
kara
a(ku)
su(ku)
muna(shii) そら
から
あ(く)
す(く)
むな(しい)","empty, sky, void, vacant, vacuum"
急,N4,kyuu キュウ,iso(gu) いそ(ぐ),"hurry, emergency, sudden, steep"
止,N4,shi シ,"to(maru)
todo(maru)
ya(meru)
yo(su) と(まる)
とど(まる)
や(める)
よ(す)","stop, halt"
送,N4,sou ソウ,oku(ru) おく(る),"escort, send"
切,N4,"setsu
sai セツ
サイ",ki(ru) き(る),"cut, cutoff, be sharp"
転,N4,ten テン,koro(garu) ころ(がる),"revolve, turn around, change"
研,N4,ken ケン,to(gu) と(ぐ),"polish, study of, sharpen"
足,N4,soku ソク,"ashi
ta(riru) あし
た(りる)","leg, foot, be sufficient"
究,N4,kyuu キュウ,,"research, study"
楽,N4,"gaku
raku ガク
ラク",tano(shii) たの(しい),"music, comfort, ease"
起,N4,ki キ,"o(kiru)
oko(su) お(きる)
おこ(す)","wake up, get up; rouse"
着,N4,chaku チャク,"ki(ru)
tsu(ku) き(る)
つ(く)","arrive, wear, counter for suits of clothing"
店,N4,ten テン,mise みせ,"store, shop"
病,N4,byou ビョウ,ya(mu) や(む),"ill, sick"
質,N4,"shitsu
shichi シツ
シチ","tachi
tada(su) たち
ただ(す)","substance, quality, matter, temperament"
待,N4,tai タイ,ma(tsu) ま(つ),"wait, depend on"
試,N4,shi シ,"kokoro(miru)
tame(su) こころ(みる)
ため(す)","test, try, attempt, experiment"
族,N4,zoku ゾク,,"tribe, family"
銀,N4,gin ギン,,silver
早,N4,"sou
sa ソウ
サッ",haya(i) はや(い),"early, fast"
映,N4,ei エイ,"utsu(ru)
ha(eru) うつ(る)
は(える)","reflect, reflection, projection"
親,N4,shin シン,"oya
shita(shii) おや
した(しい)","parent, intimacy, relative, familiarity"
験,N4,ken ケン,,"verification, effect, testing"
英,N4,ei エイ,,"England, English, hero, outstanding"
医,N4,i イ,,"doctor, medicine"
仕,N4,shi シ,,"attend, doing, official, serve"
去,N4,"kyo
ko キョ
コ",sa(ru) さ(る),"gone, past, quit, leave, elapse, eliminate"
味,N4,mi ミ,aji あじ,"flavor, taste"
写,N4,sha シャ,utsuru うつ(る),"copy, be photographed, describe"
字,N4,ji ジ,,"character, letter, word"
答,N4,tou トウ,kota(eru) こた(える),"solution, answer"
夜,N4,ya ヤ,"yo
yoru よ
よる","night, evening"
音,N4,on オン,"oto
ne おと
ね","sound, noise"
注,N4,chuu チュウ,"soso(gu)
sa(su)
tsu(gu) そそ(ぐ)
さ(す)
つ(ぐ)","pour, irrigate, shed (tears), flow into, concentrate on"
帰,N4,ki キ,"kae(ru)
kae(su) かえ(る)
かえ(す)","homecoming, arrive at, lead to, result in"
古,N4,ko コ,furu(i) ふる(い),old
歌,N4,ka カ,"uta
uta(u) うた
うた(う)","song, sing"
買,N4,bai バイ,ka(u) か(う),buy
悪,N4,aku アク,waru(i) わる(い),"bad, evil, wrong"
図,N4,"zu
to ズ
ト",haka(ru) はか(る),"map, drawing, plan, extraordinary"
週,N4,shuu シュウ,,week
室,N4,shitsu シツ,muro むろ,"room, apartment, chamber, greenhouse, cellar"
歩,N4,"ho
bu ホ
ブ","aru(ku)
ayu(mu) ある(く)
あゆ(む)","walk, counter for steps"
風,N4,"fuu
fu フウ
フ","kaze
kaza- かぜ
かざ-","wind, air, style, manner"
紙,N4,shi シ,kami かみ,paper
黒,N4,koku コク,kuro くろ,black
花,N4,"ka
ke カ
ケ",hana はな,flower
春,N4,shun シュン,haru はる,spring
赤,N4,"seki
shaku セキ
シャク",aka(i) あか(い),red
青,N4,"sei
shou セイ
ショウ",ao(i) あお(い),blue
館,N4,kan カン,yakata やかた,"building, mansion, large building, palace"
屋,N4,oku オク,ya や,"roof, house, shop, dealer, seller"
色,N4,"shoku
shiki ショク
シキ",iro いろ,color
走,N4,sou ソウ,hashi(ru) はし(る),run
秋,N4,shuu シュウ,aki あき,"autumn, fall"
夏,N4,"ka
ge カ
ゲ",natsu なつ,summer
習,N4,shuu シュウ,nara(u) なら(う),learn
駅,N4,eki エキ,,station
洋,N4,you ヨウ,,"ocean, sea, foreign, Western style"
旅,N4,ryo リョ,tabi たび,"trip, travel"
服,N4,fuku フク,,"clothing, admit, obey"
夕,N4,,yuu ゆう,"(none), evening"
借,N4,shaku シャク,ka(riru) か(りる),"borrow, rent"
曜,N4,you ヨウ,,weekday
飲,N4,in イン,no(mu) の(む),drink
肉,N4,niku ニク,,meat
貸,N4,tai タイ,"ka(su)
kashi か(す)
かし",lend
堂,N4,dou ドウ,,"public chamber, hall"
鳥,N4,chou チョウ,tori とり,"bird, chicken"
飯,N4,han ハン,meshi めし,"meal, rice"
勉,N4,ben ベン,tsuto(meru) つと(める),"exertion, endeavor, effort"
冬,N4,tou トウ,fuyu ふゆ,winter
昼,N4,chuu チュウ,hiru ひる,"daytime, noon"
茶,N4,"cha
sa チャ
サ",,tea
弟,N4,"tei
dai
de テイ
ダイ
デ",otouto おとうと,younger brother
牛,N4,gyuu ギュウ,ushi うし,cow
魚,N4,gyo ギョ,"uo
sakana うお
さかな",fish
兄,N4,"kyou
kei キョウ
ケイ",ani あに,elder brother
犬,N4,ken ケン,inu いぬ,dog
妹,N4,mai マイ,imouto いもうと,younger sister
姉,N4,shi シ,ane あね,elder sister
漢,N4,kan カン,,China
日,N5,"nichi
jitsu ニチ
ジツ","hi
-bi
-ka ひ
-び
-か","day, sun, Japan, counter for days"
一,N5,ichi イチ,hito(tsu) ひと(つ),one
国,N5,koku コク,kuni くに,country
人,N5,"jin
nin ジン
ニン",hito ひと,person
年,N5,nen ネン,toshi とし,"year, counter for years"
大,N5,"dai
tai ダイ
タイ",oo(kii) おお(きい),"large, big"
十,N5,juu ジュウ,"tou
to とお
と","ten, 10"
二,N5,"ni
ji ニ
ジ",futa(tsu) ふた(つ),"two, 2"
本,N5,hon ホン,moto もと,"book, present, true, counter for long cylindrical things"
中,N5,chuu チュウ,"naka
uchi
ata(ru) なか
うち
あた(る)","in, inside, middle, mean, center"
長,N5,chou チョウ,"naga(i)
osa なが(い)
おさ","long, leader, superior, senior"
出,N5,"shutsu
sui シュツ
スイ","de(ru)
da(su)
i(deru) で(る)
だ(す)
い(でる)","exit, leave, go out"
三,N5,san サン,mi(tsu) み(つ),"three, 3"
時,N5,ji ジ,"toki
doki とき
-どき","time, hour"
行,N5,"kou
gyou
an コウ
ギョウ
アン","i(ku)
yu(ku)
okona(u) い(く)
ゆ(く)
おこな(う)","going, journey, carry out, line, row"
見,N5,ken ケン,"mi(ru)
mi(seru) み(る)
み(せる)","see, hopes, chances, idea, opinion, look at, visible"
月,N5,"getsu
gatsu ゲツ
ガツ",tsuki つき,"month, moon"
分,N5,"bun
fun
bu ブン
フン
ブ",wa(keru) わ(ける),"part, minute of time, understand"
後,N5,"go
kou ゴ
コウ","nochi
ushi(ro)
ato のち
うし(ろ)
あと","behind, back, later"
前,N5,zen ゼン,mae まえ,"in front, before"
生,N5,"sei
shou セイ
ショウ","i(kiru)
u(mu)
o(u)
ha(eru)
nama い(きる)
う(む)
お(う)
は(える)
なま","life, genuine, birth"
五,N5,go ゴ,itsu(tsu) いつ(つ),"five, 5"
間,N5,"kan
ken カン
ケン","aida
ma
ai あいだ
ま
あい","interval, space"
上,N5,"jou
shou
shan ジョウ
ショウ
シャン","ue
uwa
kami
a(geru)
nobo(ru)
tatematsu(ru) うえ
うわ-
かみ
あ(げる)
のぼ(る)
たてまつ(る)","above, up"
東,N5,tou トウ,higashi ひがし,east
四,N5,shi シ,"yo(tsu)
yon よ(つ)
よん","four, 4"
今,N5,"kon
kin コン
キン",ima いま,now; the present
金,N5,"kin
kon
gon キン
コン
ゴン","kane
kana
gane かね
かな-
-がね",gold
九,N5,"kyuu
ku キュウ
ク",kokono(tsu) ここの(つ),"nine, 9"
入,N5,nyuu ニュウ,"i(ru)
hai(ru) い(る)
はい(る)","enter, insert"
学,N5,gaku ガク,mana(bu) まな(ぶ),"study, learning, science"
高,N5,kou コウ,taka(i) たか(い),"tall, high, expensive"
円,N5,en エン,maru(i) まる(い),"circle, yen, round"
子,N5,"shi
su
tsu シ
ス
ツ","ko
ne こ
ね",child
外,N5,"gai
ge ガイ
ゲ","soto
hoka
hazu-
to- そと
ほか
はず(す)
と-",outside
八,N5,hachi ハチ,"ya(tsu)
you や(つ)
よう","eight, 8"
六,N5,roku ロク,"mu(tsu)
mui む(つ)
むい","six, 6"
下,N5,"ka
ge カ
ゲ","shita
shimo
moto
sa(geru)
kuda(ru)
o(rosu) した
しも
もと
さ(げる)
くだ(る)
お(ろす)","below, down, descend, give, low, inferior"
来,N5,"rai
tai ライ
タイ","kuru
kitaru
ki
ko く.る
きた.る
き
こ","come, due, next, cause, become"
気,N5,"ki
ke キ
ケ",iki いき,"spirit, mind, air, atmosphere, mood"
小,N5,shou ショウ,"chii(sai)
ko-
o-
sa- ちい(さい)
こ-
お-
さ-","little, small"
七,N5,shichi シチ,"nana(tsu)
nano なな(つ)
なの","seven, 7"
山,N5,"san
sen サン
セン",yama やま,mountain
話,N5,wa ワ,"hana(su)
hanashi はな(す)
はなし","tale, talk"
女,N5,jo ジョ,"onnna
me おんな
め","woman, female"
北,N5,hoku ホク,kita きた,north
